date,data,cols
200,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
201,.,channel1
202,.,channel1
203,.,channel1
204,.,channel1
205,.,channel1
206,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
207,.,channel1
208,.,channel1
209,.,channel1
210,.,channel1
211,.,channel1
212,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
213,.,channel1
214,.,channel1
215,.,channel1
216,.,channel1
217,.,channel1
218,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
219,.,channel1
220,.,channel1
221,.,channel1
222,.,channel1
223,.,channel1
224,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
225,.,channel1
226,.,channel1
227,.,channel1
228,.,channel1
229,.,channel1
230,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
231,.,channel1
232,.,channel1
233,.,channel1
234,.,channel1
235,.,channel1
236,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
237,.,channel1
238,.,channel1
239,.,channel1
240,.,channel1
241,.,channel1
242,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
243,.,channel1
244,.,channel1
245,.,channel1
246,.,channel1
247,.,channel1
248,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
249,.,channel1
250,.,channel1
251,.,channel1
252,.,channel1
253,.,channel1
254,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
255,.,channel1
256,.,channel1
257,.,channel1
258,.,channel1
259,.,channel1
260,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
261,service=ts-travel-service level=INFO event=normal_activity count=26; service=ts-route-service level=INFO event=normal_activity count=10; service=ts-basic-service level=INFO event=normal_activity count=6; service=ts-ticketinfo-service level=INFO event=normal_activity count=4; service=ts-auth-service level=INFO event=normal_activity count=3; service=ts-assurance-service level=INFO event=normal_activity count=2; service=ts-station-service level=INFO event=normal_activity count=2,channel1
262,.,channel1
263,.,channel1
264,.,channel1
265,.,channel1
266,.,channel1
267,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
268,.,channel1
269,.,channel1
270,.,channel1
271,.,channel1
272,.,channel1
273,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
274,.,channel1
275,.,channel1
276,.,channel1
277,.,channel1
278,.,channel1
279,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
280,.,channel1
281,.,channel1
282,.,channel1
283,.,channel1
284,.,channel1
285,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
286,.,channel1
287,.,channel1
288,.,channel1
289,.,channel1
290,.,channel1
291,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
292,.,channel1
293,.,channel1
294,.,channel1
295,.,channel1
296,.,channel1
297,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
298,.,channel1
299,.,channel1
300,.,channel1
301,.,channel1
302,.,channel1
303,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
304,.,channel1
305,.,channel1
306,.,channel1
307,.,channel1
308,.,channel1
309,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
310,.,channel1
311,.,channel1
312,.,channel1
313,.,channel1
314,.,channel1
315,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
316,.,channel1
317,.,channel1
318,.,channel1
319,.,channel1
320,.,channel1
321,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
322,.,channel1
323,.,channel1
324,.,channel1
325,.,channel1
326,.,channel1
327,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
328,.,channel1
329,.,channel1
330,.,channel1
331,.,channel1
332,.,channel1
333,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
334,.,channel1
335,.,channel1
336,.,channel1
337,.,channel1
338,.,channel1
339,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
340,.,channel1
341,.,channel1
342,.,channel1
343,.,channel1
344,.,channel1
345,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
346,.,channel1
347,.,channel1
348,.,channel1
349,.,channel1
350,.,channel1
351,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
352,.,channel1
353,.,channel1
354,.,channel1
355,.,channel1
356,.,channel1
357,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
358,.,channel1
359,.,channel1
360,.,channel1
361,.,channel1
362,.,channel1
363,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
364,.,channel1
365,.,channel1
366,.,channel1
367,.,channel1
368,.,channel1
369,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
370,.,channel1
371,.,channel1
372,.,channel1
373,.,channel1
374,.,channel1
375,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
376,.,channel1
377,.,channel1
378,.,channel1
379,.,channel1
380,.,channel1
381,.,channel1
382,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
383,.,channel1
384,.,channel1
385,.,channel1
386,.,channel1
387,.,channel1
388,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
389,.,channel1
390,.,channel1
391,.,channel1
392,.,channel1
393,.,channel1
394,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
395,.,channel1
396,.,channel1
397,.,channel1
398,.,channel1
399,.,channel1
400,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
401,.,channel1
402,.,channel1
403,.,channel1
404,.,channel1
405,.,channel1
406,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
407,.,channel1
408,.,channel1
409,.,channel1
410,.,channel1
411,.,channel1
412,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
413,.,channel1
414,.,channel1
415,.,channel1
416,.,channel1
417,.,channel1
418,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
419,.,channel1
420,.,channel1
421,.,channel1
422,.,channel1
423,.,channel1
424,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
425,.,channel1
426,.,channel1
427,.,channel1
428,.,channel1
429,.,channel1
430,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
431,.,channel1
432,.,channel1
433,.,channel1
434,.,channel1
435,.,channel1
436,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
437,.,channel1
438,.,channel1
439,.,channel1
440,.,channel1
441,.,channel1
442,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
443,.,channel1
444,.,channel1
445,.,channel1
446,.,channel1
447,.,channel1
448,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
449,.,channel1
450,.,channel1
451,.,channel1
452,.,channel1
453,.,channel1
454,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
455,.,channel1
456,.,channel1
457,.,channel1
458,.,channel1
459,.,channel1
460,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
461,.,channel1
462,.,channel1
463,.,channel1
464,.,channel1
465,.,channel1
466,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
467,.,channel1
468,.,channel1
469,.,channel1
470,.,channel1
471,.,channel1
472,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
473,.,channel1
474,.,channel1
475,.,channel1
476,.,channel1
477,.,channel1
478,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
479,.,channel1
480,.,channel1
481,.,channel1
482,.,channel1
483,.,channel1
484,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
485,.,channel1
486,.,channel1
487,.,channel1
488,.,channel1
489,.,channel1
490,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
491,.,channel1
492,.,channel1
493,.,channel1
494,.,channel1
495,.,channel1
496,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
497,.,channel1
498,.,channel1
499,.,channel1
500,.,channel1
501,.,channel1
502,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
503,.,channel1
504,.,channel1
505,.,channel1
506,.,channel1
507,.,channel1
508,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
509,.,channel1
510,.,channel1
511,.,channel1
512,.,channel1
513,.,channel1
514,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
515,.,channel1
516,.,channel1
517,.,channel1
518,.,channel1
519,.,channel1
520,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
521,.,channel1
522,.,channel1
523,.,channel1
524,.,channel1
525,.,channel1
526,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
527,.,channel1
528,.,channel1
529,.,channel1
530,.,channel1
531,.,channel1
532,service=ts-contacts-service level=INFO event=normal_activity count=4,channel1
533,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
534,.,channel1
535,.,channel1
536,.,channel1
537,.,channel1
538,.,channel1
539,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
540,.,channel1
541,.,channel1
542,.,channel1
543,.,channel1
544,.,channel1
545,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
546,.,channel1
547,.,channel1
548,.,channel1
549,.,channel1
550,.,channel1
551,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
552,.,channel1
553,.,channel1
554,.,channel1
555,.,channel1
556,.,channel1
557,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
558,.,channel1
559,.,channel1
560,.,channel1
561,.,channel1
562,.,channel1
563,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
564,.,channel1
565,.,channel1
566,.,channel1
567,.,channel1
568,.,channel1
569,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
570,.,channel1
571,.,channel1
572,.,channel1
573,.,channel1
574,.,channel1
575,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
576,.,channel1
577,.,channel1
578,.,channel1
579,.,channel1
580,.,channel1
581,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
582,.,channel1
583,.,channel1
584,.,channel1
585,.,channel1
586,.,channel1
587,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
588,.,channel1
589,.,channel1
590,.,channel1
591,.,channel1
592,.,channel1
593,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
594,.,channel1
595,.,channel1
596,.,channel1
597,.,channel1
598,.,channel1
599,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
600,.,channel1
601,.,channel1
602,.,channel1
603,.,channel1
604,.,channel1
605,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
606,.,channel1
607,.,channel1
608,.,channel1
609,.,channel1
610,.,channel1
611,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
612,.,channel1
613,.,channel1
614,.,channel1
615,.,channel1
616,.,channel1
617,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
618,.,channel1
619,.,channel1
620,.,channel1
621,.,channel1
622,.,channel1
623,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
624,.,channel1
625,.,channel1
626,.,channel1
627,.,channel1
628,.,channel1
629,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
630,.,channel1
631,.,channel1
632,.,channel1
633,.,channel1
634,.,channel1
635,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
636,.,channel1
637,.,channel1
638,.,channel1
639,.,channel1
640,.,channel1
641,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
642,.,channel1
643,.,channel1
644,.,channel1
645,.,channel1
646,.,channel1
647,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
648,.,channel1
649,.,channel1
650,.,channel1
651,.,channel1
652,.,channel1
653,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
654,.,channel1
655,.,channel1
656,.,channel1
657,.,channel1
658,.,channel1
659,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
660,.,channel1
661,.,channel1
662,.,channel1
663,.,channel1
664,.,channel1
665,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
666,.,channel1
667,.,channel1
668,.,channel1
669,.,channel1
670,.,channel1
671,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
672,.,channel1
673,.,channel1
674,.,channel1
675,.,channel1
676,.,channel1
677,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
678,.,channel1
679,.,channel1
680,.,channel1
681,.,channel1
682,.,channel1
683,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
684,.,channel1
685,.,channel1
686,.,channel1
687,.,channel1
688,.,channel1
689,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
690,.,channel1
691,.,channel1
692,.,channel1
693,.,channel1
694,.,channel1
695,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
696,.,channel1
697,.,channel1
698,.,channel1
699,.,channel1
700,.,channel1
701,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
702,.,channel1
703,.,channel1
704,.,channel1
705,.,channel1
706,.,channel1
707,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
708,.,channel1
709,.,channel1
710,.,channel1
711,.,channel1
712,.,channel1
713,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
714,.,channel1
715,.,channel1
716,.,channel1
717,.,channel1
718,.,channel1
719,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
720,service=ts-travel-service level=INFO event=normal_activity count=26; service=ts-route-service level=INFO event=normal_activity count=10; service=ts-basic-service level=INFO event=normal_activity count=6; service=ts-ticketinfo-service level=INFO event=normal_activity count=4; service=ts-auth-service level=INFO event=normal_activity count=3; service=ts-assurance-service level=INFO event=normal_activity count=2; service=ts-station-service level=INFO event=normal_activity count=2,channel1
721,.,channel1
722,.,channel1
723,.,channel1
724,.,channel1
725,.,channel1
726,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
727,.,channel1
728,.,channel1
729,.,channel1
730,.,channel1
731,.,channel1
732,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
733,.,channel1
734,.,channel1
735,.,channel1
736,.,channel1
737,.,channel1
738,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
739,.,channel1
740,.,channel1
741,.,channel1
742,.,channel1
743,.,channel1
744,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
745,.,channel1
746,.,channel1
747,.,channel1
748,.,channel1
749,.,channel1
750,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
751,.,channel1
752,.,channel1
753,.,channel1
754,.,channel1
755,.,channel1
756,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
757,.,channel1
758,.,channel1
759,.,channel1
760,.,channel1
761,.,channel1
762,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
763,.,channel1
764,.,channel1
765,.,channel1
766,.,channel1
767,.,channel1
768,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
769,.,channel1
770,.,channel1
771,.,channel1
772,.,channel1
773,.,channel1
774,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
775,.,channel1
776,.,channel1
777,.,channel1
778,.,channel1
779,.,channel1
780,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
781,.,channel1
782,.,channel1
783,.,channel1
784,.,channel1
785,.,channel1
786,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
787,.,channel1
788,.,channel1
789,.,channel1
790,.,channel1
791,.,channel1
792,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
793,.,channel1
794,.,channel1
795,.,channel1
796,.,channel1
797,.,channel1
798,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
799,.,channel1
800,.,channel1
801,.,channel1
802,.,channel1
803,.,channel1
